0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,label
4281475546.8513474,9983107749.49428,9941809442.982159,9860428504.393389,9999989287.78725,9997532953.382471,7249729.235720016,963795281.879397,3420031023.5331874,243654413.30844796,226124193.6033812,34837329.48037779,8809323473.88835,9820880557.51783,5699825146.831269,9983632079.657452,585060912.7818483,1212425008.2793987,723367217.9421899,4676540889.976386,947820206.3699487,6238795871.103866,9999976215.19081,9998394905.795677,9954335676.353952,9963438480.429937,238931883.2665644,1475488550.8514626,627034719.6499326,6393175867.83268,2349142734.271321,1
8741957479.536686,9999524042.332685,9941751581.42788,4621804734.490846,9999989339.115147,9997389763.1389,5620651031.111845,9202727360.40326,7723181493.161083,6682181715.657513,5229569822.848404,4902457544.489605,9133568494.12344,9819678102.3395,9969656780.999067,9999996641.956993,1475393367.3986905,9952933484.542986,8277683003.358843,5515567239.20267,5084341161.682529,6266507946.84598,9999994120.331362,9974630078.217175,9985764549.468813,9986142758.979956,2197995861.125156,9602510964.108858,9403235124.247915,9948392179.429167,9962609425.730803,1
4281475583.40654,9999523386.601973,9998613691.672258,9982867091.942575,9999999992.794596,9999997517.420713,5628597203.688423,9998532003.133936,7929050049.705512,9997541330.941183,8138613942.968099,9397701259.572237,9999269724.666746,9940349024.25304,9999757078.319365,9999998639.680996,313538950.92172676,9964865617.321423,9951001837.352953,9954447855.156782,9993614392.723227,9957754135.363705,9999996607.961504,9974663302.4191,9998063295.031448,9998390212.124344,182578030.80903438,8460774852.655901,9392224214.764666,9929331377.404942,7476369662.405123,1
4281475691.1194882,4549426688.029783,9941761743.702883,9869195926.653301,9999989341.78824,9997263121.763802,8261920.182413647,6947813973.411792,7723141988.584056,5092870392.117525,5527902004.22686,3450605.1784824184,8809333704.538023,9820501474.468296,9660431666.832066,9950319192.145569,8691399383.819254,9020746374.404509,9942558165.743309,9755928601.62082,9241685455.576183,6232815492.937692,9999452605.418697,9974630464.620417,8899647916.641531,8684562607.520473,195421983.65634638,6496961529.898215,1453135722.081912,6429846189.695197,1661263528.7058194,1
8741957479.536686,9999857962.624868,8694530145.58787,9845839210.663021,8213505568.686647,6232612344.021755,8826668583.939129,9998278654.143103,7929025370.324789,9844443164.763165,7805160880.912273,9379855933.707228,3420320345.053731,9820880406.880209,5620557855.465958,2198511803.3527803,1475628010.681692,9957295015.510754,9942671705.47456,9627564047.172497,1587924203.8366504,9716858070.661215,2403630037.318043,9992512373.104372,6719424796.990481,982595507.0990181,9498761684.612642,9941582007.045897,9755927887.75598,9920148353.085123,9948541157.734524,1
8741957479.536686,9999856272.631596,8701688808.026554,9986196522.722254,9038162180.413727,9486253196.398733,9839874191.62537,9926487924.28814,7926951970.570859,8870057016.228079,7860646397.435242,8578418358.844177,8809274418.446983,9820142259.229626,9660428954.056562,7195011664.8951845,1474983059.8984282,9955852579.92615,9942537042.62535,4872685892.136419,1478435193.077024,6269755102.276929,9999723373.332273,9998443081.6644,9955591815.166971,9346784340.8129,9513070440.850082,9990947047.208107,9755595456.780483,9709042507.453022,9970909113.738655,1
4281475766.737413,9914475997.667068,9066383142.588259,9692067139.77552,8473213963.072779,9968315149.131916,6476964576.646349,1325287674.217833,7487165235.49364,5092856701.580465,400509430.18933403,4852551974.678163,9111602330.045418,9834021268.3392,9805969855.258146,9999045259.56115,1475309914.7630837,2007771922.325736,1931720554.4090269,4872687255.112844,291648997.3949883,2558713461.50197,9999976702.83693,9974757385.844242,9944217886.051737,9965578150.496183,8897354688.01701,6485788963.91203,6605661711.330056,9182130677.894861,3446587911.4173813,1
8741957479.536686,9999624832.84577,9941768030.420343,9692090382.902792,9999990445.326933,9997533763.598946,9905868002.774939,9928397051.27365,7926881018.781138,9931049262.254986,7860249373.858155,9375688054.475819,9888810984.66505,9820500699.2926,9996639664.47751,9999997165.342556,1475633433.041625,8896222637.782587,9667473443.653465,5623186576.122683,1025304130.7319272,6266234310.983494,9999996607.961504,9975291953.177889,9992961941.080473,9979446145.00443,9597647681.858847,8463194680.3445,9408775240.666418,9985028660.457254,9962563392.942547,1
4281475694.0895314,7970820533.54716,9998048767.108494,9733855496.072275,9999999689.762215,9999944299.459297,6468747865.814245,6974383144.408216,7914466183.829622,9996796851.207438,290145984.49890226,8869576.146692555,9918896772.575714,9820026752.35132,9999549134.985525,9999999974.675709,1475628010.6818047,7179796759.785699,9672858074.44234,8886077298.725967,219182571.66342068,2558354320.3350296,9999993773.349354,9974757385.844242,9993555067.875048,9995160813.003475,9446308633.482557,8460545376.71462,9530061068.26101,9941044110.462479,1159586389.753696,1
6787350285.184889,4778509206.612966,6188427546.793955,2926573041.3460765,6214912086.045585,5842428153.767411,5714163372.295905,3633717641.4434967,6884982826.488519,2338780250.1281567,6545106118.494909,856720437.9095048,7820523750.950856,2915826621.0514674,5428685124.996491,3125325744.7850795,4091590153.1618986,3818960251.0452414,7013044890.438751,5638644821.604779,2002121940.3046253,4875126304.543728,8635254269.367483,6177127691.261798,1686196690.425839,3185973845.887149,7386482308.789313,4543058647.858339,3073145432.5406094,6780549799.895704,3133929344.9272203,0
6951604807.6683235,9895762897.297125,1524804176.1685283,3901960241.2621493,2700571328.018409,2237337233.1357603,8321370301.122299,9193015263.67504,3786061724.1860733,240114373.92836523,7636627504.841395,8111874945.300094,1300414357.8081732,2534738681.753065,365117926.871038,1334904067.3808937,598209450.4008623,8362314216.023055,1733917322.2301075,2780645204.2229757,1018846728.330598,6115416925.650712,2242759181.025703,8577287848.223324,104305175.0167433,205217462.43061054,374906459.2011769,8416292355.308043,1042045760.0063224,1038853431.8842697,8116310393.243432,0
7609838904.023452,9346009962.32236,60318947.22925263,805770457.3472561,169462222.17364833,48176306.99799816,6489552880.021441,947064854.4731486,1476451157.0557873,51813120.89325814,3901752694.341759,8431337109.472346,8678167157.563995,9791626098.698395,2818981970.0011373,1304041104.0728817,8399337812.122691,3446213465.2148647,1889156544.1642194,8742667362.14812,5622002079.706541,6221754684.095128,386247733.7037748,183481112.93854624,107952.47412658138,10969481.709351225,1211039851.9758723,728221633.7946854,26366665.955483016,972944680.2748302,415903620.5476609,0
8514462805.714636,9999521296.205027,9760316137.174065,1615054412.3363066,9999989293.487642,9976142244.442112,8311165383.785907,9928392590.509842,7929033699.196718,9930833357.342138,8156505099.909024,8573185482.497359,9092688867.994474,1193430172.9284275,9954956928.899794,9999034664.693535,1475628011.2045608,9956739363.055613,9949556330.418653,9756154082.93071,9935442442.723587,6269036950.4802885,9999753303.725382,2005657706.23363,9951961311.328415,9352450952.902912,2190725539.288495,9947517899.242943,9597005343.665525,9922668609.846716,9999770099.014332,1
4514763258.277826,7387774023.463061,9998639752.429853,9846275398.28153,9999999601.103672,9999993725.109581,5383696848.545875,6974142624.062652,7882635603.941762,9909327087.84022,782264248.3559693,2801998.409333671,9894507679.413782,9820627873.329985,9998218716.52458,9999998320.440134,1473874166.9251933,2086016253.832559,1735652492.105098,4870913915.754456,19532966.31850061,2534909387.777218,9999992979.855715,9998440265.527111,9991397805.71344,9982830118.369555,2242040999.595999,8398251312.228764,9231864068.030376,9915635621.953299,1848865152.4146945,1
4350354990.647474,9999520720.057259,9944132929.915117,9692130104.856602,9999997528.468214,9999888926.633318,8823378482.506037,9793036580.782106,7914464922.993325,9896478726.147326,7802013193.325703,4984118434.993962,9900978571.766092,9693467881.265755,9999724110.687025,9999998684.94303,1475628008.3230944,4323072846.622041,8277679298.663526,4872742845.3538685,970899408.7006226,6129597913.054723,9999999979.801222,9980165041.277557,9981431575.7934,9995118034.01257,9592893647.991774,8460553967.906311,9408164134.59415,9961184185.100607,9959262951.416231,1
4282894327.4482374,9999524122.510197,9986423045.790857,4119143878.773147,9999999610.14567,9999888287.13741,9932288975.330694,9998578954.970936,7929012563.694299,9896114770.402994,9218430000.940437,9378782492.453636,9995067562.827875,9791561949.198961,9999660937.690794,9999999787.81233,1502423995.1411765,9751708559.651978,9673133034.862875,9757375714.209694,8445841279.866423,9714318452.849804,9999993413.55976,9658425980.817762,9991256305.165842,9980851792.510567,9446445425.62998,8460774848.75703,9395622695.942045,9910846154.05447,9966600512.28034,1
4953469084.696603,9999853974.813835,8701707612.735243,9692130196.6763,9144072664.732435,8453371774.6500435,8049978871.80407,9927953971.434336,7913873953.380696,9992943782.137697,7860646758.363406,8452288848.257152,5129488809.283165,9812058257.153788,5664252512.820388,2851300439.60238,1473219033.172367,9020009660.869257,8277501687.691293,6995707635.81955,924870091.9175755,6265527573.163108,9999741589.503508,9997027803.242838,9943416634.12636,8791691931.267115,9446329236.931957,9946018964.471699,9586158107.582285,9920030380.439526,9999576750.118387,1
4730973516.472557,7028037815.089804,9996176848.184847,9692068895.364565,9999999718.555117,9999940268.27271,5388360645.510796,8425742847.518731,7914464523.227269,8951515776.534557,711945766.7730002,34903085.5448285,9974034412.904968,9851072895.669193,9999532540.405493,9999999765.593548,9184561885.423758,8897406803.176823,9942558208.40355,9753029789.534098,8446412444.659739,6266632281.443144,9999993505.447506,9974629990.558128,9991632542.389994,9982491630.747173,1224122899.395446,6712383178.924143,9386113960.156887,8113216395.198414,186286084.24414203,1
4531424256.863394,9999521294.444237,9765002087.463778,9983461375.393599,9999989299.794847,9976203490.417562,8361623064.413879,9926863092.608448,7926948202.710335,9885016196.071394,7142351929.961422,7437348743.102541,9092700863.737362,9819907093.14933,9969504197.501974,9999004623.654846,1473881829.6174543,9020016607.210323,9673009980.36529,4872685314.559698,1249720184.6004415,6200352701.752053,9999998183.091038,9998443066.939276,9997225792.157743,9983485225.799349,9466726676.11954,9958043489.286673,9600082135.409592,9923768065.387709,9967913116.46667,1
4346401354.600166,9844498019.342525,9986633209.122072,3463591049.68195,9999999988.090984,9999889159.829317,6476085535.353624,8537092720.503478,7723098484.057988,9837155441.89721,730215940.6135921,4909285568.334046,9888794888.964842,6879745515.2953205,9998876252.389599,9999994286.638262,1475063118.060515,9019433307.756573,9672858079.848927,6996193165.578086,1507854315.9869359,6265532150.7504425,9999994320.208733,6668160434.552008,9993631055.480984,9997560745.487558,252560131.4736547,8416407158.604637,5000800651.430098,8085251692.087571,1082552962.161536,1
4292231464.8987026,9999521290.213963,9990253327.694935,9983036652.901468,9999999759.82301,9999995378.725178,8053118132.886942,9927959722.446934,7929271742.511167,9975932031.56359,7860249037.995071,4929401052.778363,9975746493.684101,9849367054.913565,9999901554.301105,9999999009.995653,1475628010.6811256,9697324504.523014,9942659999.413122,4872886220.707616,4935075443.176115,6269207803.1033945,9999995264.622648,9998384456.11426,9979299892.845295,9985184358.402601,9418093300.304693,8463227647.924854,9595891785.201698,9949564237.950838,9372685548.411911,1
4402769751.972471,9999858004.865192,842056388.6160241,9685310084.251507,394173217.18297267,620541685.2359251,8823250838.097963,9796743212.796686,7896778622.116071,4499145882.147411,7860646792.62697,9395458963.61825,9123062305.265554,9820142229.980265,9967339432.200619,9985396055.313633,1474983067.5653038,9697898674.210354,9807027687.589756,4870943920.508504,8432604168.988345,6269769377.406641,9999452076.814571,9974632934.94571,9841551525.178127,8791706694.510647,9447371254.375322,9714137718.756327,9754293097.479443,9029525190.603693,9999873060.948685,1
8741957479.536686,9983226398.124083,9987067321.385302,9897875338.58869,9999997812.09646,9999889171.478325,9932353363.22694,9795065424.512266,7929157593.996247,9991196641.434458,7860646728.286825,5736677611.969611,9888817565.714458,9843165416.37773,9997309498.384718,9999994913.85511,1571098723.2931612,9020018116.237602,9942558200.687849,4872740971.729545,8309639191.1380625,6265553932.792607,9999993481.694315,9992595303.177748,9996356239.962948,9993392055.39859,9447371429.908136,8460553140.030446,9589876261.16327,9992382602.357672,9395210301.335001,1
4449877472.534201,9999625217.791742,9997902179.767998,9983476677.982738,9999999928.097078,9999947000.32111,5361657847.17909,9926885066.195255,7926956960.478682,8924886405.448162,5630335489.890512,4932611728.667156,9888680177.96951,181489542.85623226,9969187360.17138,9999996888.415976,1473881825.4999807,9680904964.69889,9673007979.153355,4869857386.437384,1001411977.9657056,6265557851.422906,9999993450.099745,9974760924.444128,9992387237.305206,9999137718.793463,9446309465.51632,9962598411.796442,9598315513.825802,9941489609.361038,9959620322.447786,1
4982082476.055866,9999844648.249498,9941768030.420343,4622616175.818849,9999990909.369354,9997554738.177767,7597570657.830141,9926417011.235645,7913555290.136399,8950075511.300697,7802364601.271317,7034744838.050807,8796472919.29769,1193129871.9961965,5668569913.646316,9927432081.128202,1318703441.5193377,9009324195.642447,8277508149.175597,4849406900.575453,1067344815.3999338,6265547238.966664,9999998269.384726,9974629990.558128,9994503992.181774,9996014973.607515,8858240264.620245,9658033693.857267,9536520851.532864,9976648203.271135,9999921716.882425,1
4329268192.650992,9983944672.104961,9944291028.297459,9692130354.964237,9999998176.043985,9998443963.454414,5588900873.268596,9268260405.282814,7913557928.628124,5352807784.979129,6545796830.427519,23208086.158743102,9109113059.580198,9738246269.696266,9660431616.77917,9999045138.197145,1475393445.1797805,8896196438.963535,9673132628.162155,5512081722.950089,8912712532.690388,6128129503.68878,9999994320.208733,9974634549.296247,9984137370.07859,9993340474.764503,9447307213.30621,8460774829.78589,9585294551.440035,9935291301.10792,9999864576.391125,1
4748696465.005008,9999521725.57341,8695132953.373613,9718667359.621235,8213507717.208117,6798978340.252902,6412150622.151082,8519578176.493728,7905261378.138138,5141512212.434297,6545106118.494909,4904994196.957797,8769462893.099451,9820039874.888939,9657555080.200346,4152228795.032752,1475627285.4722853,9019327334.567396,9942539258.991863,4872886375.594671,5621946618.006281,6265902599.901961,9993879859.133175,9974670648.68637,9819590955.143032,6252898632.69507,8858240264.620245,8463225746.22641,9562727739.7087,8082039168.321292,9948288100.493933,1
6512888351.696407,2749739388.962952,1045818166.7098256,4724455917.716101,1542221765.0149038,2566155922.487983,237084337.35233974,239170239.81994927,1136464289.7836332,163653096.5389551,44400780.25635687,3739091513.9692497,1140878747.6071136,9876268503.964739,8635173.421102205,889695624.6254879,1467268998.550756,37624798.556322016,1666111375.758567,5018432088.100729,8678472388.962894,243799099.0935901,2184817549.816835,9855259029.2641,133619.9904052087,47524120.974736944,35547090.827508874,236589218.48529202,5444660.113151524,947239387.7207208,46285221.79688726,0
6125531981.567136,366356.5977251335,9167304757.072987,9983087263.642792,8595993010.073519,9976129322.347683,5094222014.736976,397137367.9439044,643620807.8791121,132400282.19990139,289266976.3538329,22383254.218002282,9985163635.05756,9864231053.967081,9999849714.78997,9999998669.14773,1475631113.6192744,2005256657.623386,1735920960.4620512,9753028661.410929,3023798.179899029,241310830.6145003,2387492939.489463,9862948518.832344,34418889.50435282,2124125462.5198908,24935247.96896421,648135895.9044929,4203709.747951829,457918546.88821435,6615251.932514742,1
6125818297.319249,9999524171.438063,5436469497.845653,9692108455.56858,8130969583.031962,5831234865.907542,6488869105.169323,9194643054.900082,7876077194.287508,5114608745.32581,726105234.8576074,5957959204.657752,3593223736.6588097,175293481.2622339,739182752.3401611,2192419584.9214816,1473882114.4248068,8720086155.665022,9662791314.810755,5515055504.158585,219845390.77132022,6263686134.389071,9870998872.828932,9971062590.248764,6717690913.924974,4527081624.781952,9447363101.662596,8463132404.96139,9517128616.887363,9976339064.959316,1664843597.0618987,1
6160421716.348316,4763085867.824495,4890316177.180272,9692130355.56434,3318872031.327371,5840718455.708459,5939121.118851116,837531382.0357127,1923613180.12976,31880671.159138273,1116310734.4452434,22816163.176886,5104307499.407156,6884419714.574757,750596555.548752,2675905208.8610806,333207153.489289,2007420932.6169128,1687455740.444408,4418461958.455233,219847085.68818164,20719404.430912986,9993879980.258263,9974666415.305058,2492066285.220767,6246843262.980146,193892535.47384745,6583766925.310289,1363826570.1876225,6429423731.486418,3233958124.703983,1
6487759875.240418,9999521263.026411,585956487.9248497,9692130096.818106,357556524.1827272,560315240.0141978,9932411666.756721,9084648888.143784,7876859817.881156,5141589656.487197,6545799194.916065,8130084817.930086,4968682668.753188,9843388938.764462,851766634.2318763,1693420287.8568218,1523482358.4291987,4238397682.3168573,8277472445.420322,4870906951.191686,219102027.11343017,6246992937.671523,2136958208.836646,9998440297.19152,1312769.6876918753,41341194.90215868,9914548916.904964,8413523141.047815,9403408311.589674,8080937269.223293,2397602026.008355,1
6223941306.107164,9999524010.030828,9992644934.586733,9982909535.488989,9999999917.50951,9999991832.341522,531016525.07561404,9928399823.310665,7928989599.214122,9966866651.716793,7860646749.315131,4992896275.614366,9980598331.718977,9851031430.881973,9999573644.85785,9999999355.780745,1475628010.7119966,9994151495.43127,9955785898.676298,9757382689.342854,9997155913.556047,9716540983.62813,9999996504.505335,9997005097.47034,9986560720.200768,9982594073.12217,252131263.5427981,9943902106.466656,9755765853.759304,9909243194.919012,9999622869.949884,1
5232294364.075344,9999523389.025616,4244051250.876619,9692069194.421389,5972614276.498724,5771634978.311075,7596390578.701005,9792281266.04116,7723276681.064083,6152273814.336165,7801879819.253659,8108956177.516429,8809274492.866459,6883960400.970807,5699815108.068504,7129113739.003439,1473881826.5203838,8373929898.6397295,1939533546.7540712,4869550002.39091,1088224401.6177187,6264361273.314514,9999574555.913567,9974631006.849352,8921490027.827173,8798421607.962534,9446338204.53305,8460771777.680357,9392229810.544043,8112817662.750423,9962748073.546005,1
8741957479.536686,9999521262.874365,2252313362.2102785,9733015307.410522,2086986091.7775078,5748590273.213675,5620990026.084354,7758121916.454298,7560662645.179827,4951075214.805915,731003933.9799106,4919497218.160336,1880320277.2979307,181809791.98883393,228836763.92281252,1053720790.0950663,341070517.0942891,2308213149.5407224,1694674376.4454143,4423704864.526718,20703769.727789197,217488380.2117087,9994040277.77397,9974663357.642195,6695130063.833747,4485950916.542102,9446271837.712694,8460774843.891219,9392228304.492569,9174693258.575094,9962674249.433622,1
6458132701.03955,9999039487.644571,9999587569.011776,4427105526.493857,9999999554.576162,9999946760.230167,8445302625.9916,9926936845.061829,7926896719.081124,9909222036.244833,6639457448.363319,4901005115.0553,9888933460.630007,1191143558.8556128,9998187631.88526,9999994848.542776,1475628010.6815488,9949735884.737251,9942672642.836985,9631535479.66276,8548871466.640791,6265402997.310139,9999998018.75711,9027439719.322956,9994091312.310778,9990331477.926495,9507319135.425714,9614020171.739716,9754172359.88107,9971639736.285526,9962586205.717808,1
8957438028.873001,6521152217.970566,417403317.8960842,4374029151.272119,223312585.47360027,38247992.10629344,23401008.534822084,657557528.2962686,138593726.088864,11998594.485063052,782264248.3559693,6956090751.926641,1373723894.1407702,9777227901.625412,6612877.823742899,397933092.21177274,5807514649.406733,3872395134.0474777,1719135324.009752,2365648430.4546723,8593604674.77328,6117496554.026706,673592138.9830399,9748873819.624458,164911.27636529936,1670404.1369169266,261860624.8396623,888995552.4616683,24521916.562797945,98267695.66751607,4676810889.914315,0
236134917.425952,9999842592.836946,2252313362.2102785,9654194361.404015,3001030715.6634097,5748753891.7033825,9845338913.903828,9140124489.597244,7896599120.064263,8886094263.008486,7858903918.500494,8102869601.085163,8786919697.291536,9425587706.887617,2723411790.0343356,3286670930.1748776,1475628010.6839755,8870466698.756456,8277765642.061079,5514586643.752571,1145370199.7887926,6265506871.825306,9993836401.228695,9974630535.525333,5433371196.848114,6108238942.05965,9596217496.422192,8460775218.177889,9561916214.666636,9961139815.505417,9967518096.08546,1
6719520623.530582,9963134139.610643,872874957.5756454,3228646984.2543087,499163871.14649326,809386836.70896,6537499921.105409,6235457338.240002,5529613068.28172,100775457.84976043,702034972.9960004,4893354020.805553,6259926637.112847,1913742916.6445048,1587967287.1371715,2286313444.397509,1474793356.3401985,2573590119.147657,1951287778.1655543,2396985532.7814307,333539535.99457026,6115382458.718954,2214913324.4415274,8784807745.985302,6364359.661996104,101633649.16925275,9421738251.137196,6948215209.209867,9189427622.336529,950683000.5417496,1070134555.8818431,0
6733328128.838696,4742379344.892999,5628911869.7542305,9738065856.19874,5128245826.568472,5836839690.115444,91655893.42999645,1476200759.5943205,3831846544.8411903,273488753.47405565,1118494494.9617183,270265652.9391489,4211513454.321956,9836346079.879221,828158907.9686855,2500227558.90046,1473669349.858213,2250742176.610839,1934272121.3155277,5510169616.211294,1013869926.3281721,2226936315.488207,9149800684.659996,9992018727.614126,979512067.8926665,2124125462.5198908,201369431.6196211,1548718613.8085325,1451182413.502681,6536212712.421161,2281540549.9850535,0
6728728988.332731,4734319132.180915,660115401.1213465,9698624723.532698,380860335.0668676,599065245.2032301,23503593.085566502,372592758.2822796,231418800.66224694,10642407.595623765,44425040.96772587,4843151003.764895,8814769715.52106,9832113196.805176,8513877598.184635,6043244463.199155,1475604237.5644033,1765502446.3455434,1025977224.5524391,4652819872.249013,8472126513.795955,243623916.9465938,2137869438.6163807,9890628058.485247,136885.24536329095,37131007.08246303,193048707.04786283,657145738.4683572,14092023.173931453,958784649.4442884,412204672.336656,0
6742505053.621306,9877387648.990894,8440851386.122947,4111080847.731309,5697185102.915145,5882434923.226658,5350001.513412797,918353490.6781925,104958432.7223057,3203004.7968317987,42339114.28118678,4854657184.545501,239560289.8832126,9767014599.828003,484716018.2639059,1171127039.3260088,1473854244.9142413,2019293472.514701,345869735.55247223,4812806929.624861,171669458.84904432,6117256302.657495,2251833952.1105657,9859666468.170095,34044558.3209279,954385532.0451266,193164967.6337476,1532356954.37532,25166846.808591478,1658005982.8767097,189332486.5061559,0
6732575138.076767,4941951489.105118,845036237.4866216,4659926362.427939,385234406.04412794,613445743.4398512,7707727.195393255,373543441.14903164,323596267.53138244,511445.67107998364,6379951788.2011,4902502070.833008,3611513452.08969,286313496.96432525,660226440.5320473,1924898937.704326,1475654144.5305974,125012158.32926875,1559559323.8818152,4844756505.749708,3897799751.3376923,6125955361.290295,2137055129.1892447,9361946044.325022,133528.21168811386,34842155.20100859,196358404.17473766,656573267.0129178,24526690.37028422,945961055.9410086,1291870547.9944286,0
6755261125.139889,9847336049.939018,9991911544.805191,9685310084.251507,9999999846.50088,9999948701.103863,9844991897.991522,9794438183.866861,7926917277.63642,9974014401.915913,7810160070.314289,4933955077.769337,9975705170.555801,9850967278.180685,9999065703.62241,9999998180.882069,579967643.9374526,9017718191.974964,8277683716.146159,4850278863.467595,8678512574.543451,6269754851.96304,9999995852.384636,9862171959.530079,9982615722.500813,9985102493.286577,253029253.63925168,6972285565.111071,6082148663.5134,6817384078.512107,3331030595.9800415,1
